,Name,NCode,Series,SCode,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,id_Name,id_Rating
2615,Guinea-Bissau,GNB,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD, .. , .. , .. , .. ," 20,000.00 "," 302,948.70 "," 973,639.70 "," 2,465,131.30 "," 4,055,552.80 "," 4,110,202.90 "," 4,163,264.10 "," 2,312,458.10 "," 2,447,327.80 "," 4,865,938.20 "," 5,326,311.40 "," 8,184,825.90 "," 6,224,464.70 "," 8,734,998.50 "," 5,743,282.10 "," 21,632,777.70 "," 6,228,717.60 "," 3,143,854.20 "," 6,990,820.80 "," 13,949,220.10 "," 9,515,526.10 "," 7,138,937.30 "," 6,047,499.60 "," 7,506,532.50 "," 4,184,000.00 "," 4,022,062.70 "," 1,583,102.10 "," 2,663,814.10 "," 4,311,723.30 "," 3,018,183.00 "," 5,793,097.40 "," 6,933,170.20 "," 12,753,512.20 "," 19,414,659.80 "," 9,717,263.10 "," 5,917,659.90 "," 6,234,386.80 "," 2,448,414.70 "," 4,237,696.60 "," 4,906,655.90 "," 5,542,804.00 "," 13,075,783.90 "," 15,454,446.70 "," 16,723,979.10 "," 23,345,396.50 "," 43,465,700.10 ",167.0,169
2616,Guinea-Bissau,GNB,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD, .. , .. , .. , .. ," 20,000.00 "," 1,237,008.70 "," 973,639.70 "," 2,465,131.30 "," 4,625,552.80 "," 4,800,202.90 "," 5,673,264.10 "," 5,092,458.10 "," 7,207,327.80 "," 9,405,938.20 "," 8,206,311.40 "," 10,748,504.00 "," 9,706,335.80 "," 11,192,600.20 "," 8,425,719.70 "," 22,993,097.00 "," 6,646,481.20 "," 3,791,907.00 "," 7,681,896.10 "," 15,505,975.70 "," 11,113,725.60 "," 8,718,920.10 "," 7,059,958.70 "," 8,518,869.00 "," 5,232,987.60 "," 4,822,024.90 "," 3,700,193.90 "," 7,904,340.20 "," 9,921,720.20 "," 6,370,606.70 "," 9,829,776.20 "," 10,555,941.60 "," 14,989,714.50 "," 21,201,477.70 "," 18,016,832.90 "," 5,948,606.50 "," 6,255,638.30 "," 2,475,292.60 "," 4,248,334.00 "," 5,223,449.80 "," 6,568,497.00 "," 15,122,488.40 "," 17,869,266.70 "," 19,799,183.70 "," 27,269,168.40 "," 46,823,021.20 ",167.0,169
2617,Guinea-Bissau,GNB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 10.23 ,-19.22 ,-15.47 , 16.91 , 11.55 , .. , .. , 4.36 , 10.51 ,-24.19 , 46.20 ,-26.69 , 16.80 , 2.47 , 17.20 , 10.69 ,-17.80 , 20.42 , 8.69 ,-14.63 , .. ,167.0,169
2618,Guinea-Bissau,GNB,Exports of goods and services (current US$),NE.EXP.GNFS.CD," 3,819,957.14 "," 5,415,932.20 "," 4,956,907.89 "," 5,650,808.98 "," 5,925,666.20 "," 10,697,300.68 "," 9,487,896.25 "," 8,620,322.26 "," 14,039,269.96 "," 17,319,393.94 "," 12,977,443.53 "," 9,829,616.69 "," 18,557,846.03 "," 14,037,481.25 "," 6,817,564.96 "," 19,759,984.50 "," 20,460,063.62 "," 18,949,946.55 "," 24,240,037.93 "," 25,670,003.18 "," 11,094,993.61 "," 21,009,993.80 "," 38,769,882.72 "," 29,630,751.57 "," 28,460,070.24 "," 56,440,727.40 "," 29,820,103.44 "," 55,800,081.57 "," 80,735,010.03 "," 83,214,529.48 "," 74,507,966.69 "," 89,188,363.32 "," 98,218,239.54 "," 94,803,610.53 "," 76,111,090.27 "," 140,713,510.14 "," 172,333,993.27 "," 156,473,341.96 "," 126,683,553.15 "," 282,367,523.21 "," 153,091,833.36 "," 190,986,184.24 "," 213,171,025.52 "," 288,714,347.16 "," 312,531,977.42 "," 374,997,825.74 "," 380,311,738.39 "," 292,073,122.71 "," 205,987,686.64 ", .. ,167.0,169
2619,Guinea-Bissau,GNB,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-31.27 ,-34.67 ,-34.23 ,-20.76 ,-22.66 ,-23.30 ,-28.32 ,-34.25 ,-29.15 ,-24.53 ,-33.44 ,-26.24 ,-37.88 ,-47.95 ,-26.60 ,-27.59 ,-38.73 ,-37.30 ,-27.10 ,-27.81 ,-45.21 ,-23.85 ,-17.85 ,-23.48 ,-21.31 ,-18.87 ,-21.40 ,-17.96 ,-11.36 ,-5.63 ,-5.52 ,-5.91 ,-7.93 ,-9.02 ,-14.75 ,-13.76 ,-12.94 ,-16.37 ,-20.32 ,-5.27 ,-10.22 ,-7.57 ,-11.18 ,-4.70 ,-4.80 ,-5.30 ,-5.47 ,-14.80 ,-14.86 , .. ,167.0,169
2620,Guinea-Bissau,GNB,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS, -   , -   , -   , 7.09 , 15.40 , 23.68 , 44.30 , 59.49 , 131.09 , 97.63 , 104.31 , 121.85 , 183.53 , 200.21 , 287.66 , 293.23 , 368.48 , 297.99 , 298.94 , 312.53 , 359.30 , 356.44 , 384.84 , 380.11 , 372.80 , 364.03 , 506.04 , 448.92 , 265.38 , 240.53 , 239.82 , 229.07 , 214.23 , 178.19 , 179.01 , 157.96 , 129.10 , 138.10 , 129.60 , 25.29 , 27.95 , 28.43 , 30.18 , 36.87 , 32.06 , 36.94 , 40.85 , 47.06 , 62.95 , 67.77 ,167.0,169
2621,Guinea-Bissau,GNB,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD, .. , .. , -   ," 7,903,500.50 "," 16,065,701.60 "," 24,632,862.30 "," 45,971,714.40 "," 64,387,815.60 "," 131,001,703.70 "," 141,645,522.80 "," 152,086,915.70 "," 159,156,754.60 "," 200,529,610.10 "," 276,038,842.20 "," 349,218,030.70 "," 449,201,751.60 "," 528,151,745.80 "," 555,205,428.70 "," 635,705,026.60 "," 681,702,271.40 "," 695,538,804.30 "," 715,369,011.40 "," 761,770,194.30 "," 796,071,048.30 "," 856,800,081.70 "," 839,912,540.20 "," 880,406,704.70 "," 840,641,984.80 "," 825,114,444.80 "," 782,769,248.00 "," 843,235,175.20 "," 922,406,296.70 "," 979,602,501.10 "," 891,782,552.30 "," 914,043,893.70 "," 938,767,620.50 "," 946,326,324.60 "," 960,331,550.70 "," 980,265,284.90 "," 227,787,901.90 "," 225,034,917.90 "," 239,679,583.60 "," 274,379,639.90 "," 317,569,523.80 "," 324,780,609.00 "," 426,943,438.80 "," 511,238,500.60 "," 594,227,921.50 "," 819,665,405.50 "," 949,614,784.50 ",167.0,169
2622,Guinea-Bissau,GNB,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ,167.0,169
2623,Guinea-Bissau,GNB,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD, .. , .. , -   ," 7,903,500.50 "," 16,065,701.60 "," 24,632,862.30 "," 45,971,714.40 "," 64,387,815.60 "," 131,001,703.70 "," 141,645,522.80 "," 152,086,915.70 "," 159,156,754.60 "," 200,529,610.10 "," 276,038,842.20 "," 349,218,030.70 "," 449,201,751.60 "," 528,151,745.80 "," 555,205,428.70 "," 635,705,026.60 "," 681,702,271.40 "," 695,538,804.30 "," 715,369,011.40 "," 761,770,194.30 "," 796,071,048.30 "," 856,800,081.70 "," 839,912,540.20 "," 880,406,704.70 "," 840,641,984.80 "," 825,114,444.80 "," 782,769,248.00 "," 843,235,175.20 "," 922,406,296.70 "," 979,602,501.10 "," 891,782,552.30 "," 914,043,893.70 "," 938,767,620.50 "," 946,326,324.60 "," 960,331,550.70 "," 980,265,284.90 "," 227,787,901.90 "," 225,034,917.90 "," 239,679,583.60 "," 274,379,639.90 "," 317,569,523.80 "," 324,780,609.00 "," 426,943,438.80 "," 511,238,500.60 "," 594,227,921.50 "," 819,665,405.50 "," 949,614,784.50 ",167.0,169
2624,Guinea-Bissau,GNB,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD, .. , .. , .. , .. ," 107,000.00 "," 1,217,000.00 "," 5,428,063.10 "," 3,673,818.40 "," 4,931,049.60 "," 4,401,379.70 "," 15,072,689.30 "," 37,255,546.40 "," 49,772,570.70 "," 40,257,996.90 "," 20,741,836.80 "," 31,743,192.00 "," 38,028,367.40 "," 38,366,364.40 "," 56,464,205.40 "," 63,480,083.30 "," 63,934,939.00 "," 69,695,518.20 "," 86,167,709.10 "," 94,884,943.80 "," 74,335,550.90 "," 71,978,470.50 "," 77,574,966.30 "," 83,744,400.90 "," 100,420,138.80 "," 98,630,673.00 "," 112,623,196.10 "," 123,763,944.80 "," 120,510,294.10 "," 120,657,362.80 "," 126,297,933.20 "," 149,428,186.30 "," 146,451,408.10 "," 140,635,447.30 "," 91,789,454.70 "," 19,945,000.00 "," 20,945,000.00 "," 19,945,000.00 "," 19,945,000.00 "," 40,600,000.00 "," 20,186,231.00 "," 21,157,786.10 "," 29,876,815.80 "," 47,200,313.00 "," 48,251,931.50 "," 59,687,586.20 ",167.0,169
2625,Guinea-Bissau,GNB,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , .. , .. , .. , .. , .. , .. , .. ,"-791,227.19 ","-2,525,150.34 ","-3,489,330.53 ","-9,227,976.87 ","-7,996,691.47 ","-17,219,679.31 ","-18,560,116.18 ","-5,970,066.66 ","-17,540,200.00 ","-27,710,200.00 ","-24,165,753.08 ","-6,773,782.93 ","-19,637,861.84 ","-26,105,379.55 ","-16,230,041.41 ","-13,954,800.00 ","-15,357,093.51 ","-20,969,077.80 ","-71,268,860.05 ","-20,675,433.22 ", .. ,167.0,169
2626,Guinea-Bissau,GNB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS, .. , .. , .. ,-0.12 , .. , 0.03 , .. , 0.19 , .. , .. , -   , -   , 1.65 , 1.00 , 0.63 , 0.07 , 0.41 , 0.22 , 0.83 , 0.81 , 2.58 , 1.39 , 0.18 , 0.02 , 0.38 , 4.27 , 2.13 , 0.33 , 0.19 , 0.10 , 0.85 , 0.84 , 0.36 , 1.48 , 3.02 , 2.69 , 0.76 , 2.28 , 3.09 , 2.28 , 0.67 , 1.88 , 2.74 , 1.77 , 1.21 , 1.16 , 1.37 , 4.98 , 1.47 , 1.45 ,167.0,169
2627,Guinea-Bissau,GNB,"IMF repurchases and charges (TDS, current US$)",DT.TDS.DIMF.CD, .. , .. , .. , .. , .. ," 934,060.00 ", .. , .. ," 70,000.00 "," 90,000.00 "," 510,000.00 "," 580,000.00 "," 560,000.00 "," 1,140,000.00 "," 1,280,000.00 "," 463,678.10 "," 1,381,871.10 "," 957,601.70 "," 24,437.60 "," 38,319.30 "," 26,763.60 "," 444,052.80 "," 441,075.30 "," 1,166,755.60 "," 1,138,199.50 "," 1,082,982.80 "," 682,459.10 "," 764,336.50 "," 567,987.60 "," 339,962.20 "," 1,795,091.80 "," 5,038,526.10 "," 5,509,996.90 "," 3,252,423.70 "," 3,936,678.80 "," 3,422,771.40 "," 2,127,202.30 "," 1,728,817.90 "," 8,247,569.80 "," 22,946.60 "," 6,251.50 "," 26,877.90 "," 10,637.40 "," 9,793.90 "," 1,021,693.00 "," 2,017,704.50 "," 2,068,820.00 "," 2,187,204.60 "," 3,461,771.90 "," 2,883,321.10 ",167.0,169
2628,Guinea-Bissau,GNB,Income share held by fourth 20%,SI.DST.04TH.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 21.00 , .. , .. , .. , .. , .. , .. , .. , .. , 22.00 , .. , .. , .. , .. , .. , .. , .. , 18.30 , .. , .. , .. , .. , .. , .. , .. , 21.80 , .. , .. , .. ,167.0,169
2629,Guinea-Bissau,GNB,Income share held by highest 20%,SI.DST.05TH.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 49.70 , .. , .. , .. , .. , .. , .. , .. , .. , 43.20 , .. , .. , .. , .. , .. , .. , .. , 56.70 , .. , .. , .. , .. , .. , .. , .. , 43.00 , .. , .. , .. ,167.0,169
2630,Guinea-Bissau,GNB,Income share held by third 20%,SI.DST.03RD.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 14.20 , .. , .. , .. , .. , .. , .. , .. , .. , 15.80 , .. , .. , .. , .. , .. , .. , .. , 12.20 , .. , .. , .. , .. , .. , .. , .. , 15.70 , .. , .. , .. ,167.0,169
2631,Guinea-Bissau,GNB,Income share held by highest 10%,SI.DST.10TH.10, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 34.40 , .. , .. , .. , .. , .. , .. , .. , .. , 28.10 , .. , .. , .. , .. , .. , .. , .. , 42.00 , .. , .. , .. , .. , .. , .. , .. , 27.60 , .. , .. , .. ,167.0,169
2632,Guinea-Bissau,GNB,Income share held by lowest 10%,SI.DST.FRST.10, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 2.20 , .. , .. , .. , .. , .. , .. , .. , .. , 2.90 , .. , .. , .. , .. , .. , .. , .. , 1.60 , .. , .. , .. , .. , .. , .. , .. , 3.30 , .. , .. , .. ,167.0,169
2633,Guinea-Bissau,GNB,Income share held by second 20%,SI.DST.02ND.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 9.50 , .. , .. , .. , .. , .. , .. , .. , .. , 11.80 , .. , .. , .. , .. , .. , .. , .. , 8.30 , .. , .. , .. , .. , .. , .. , .. , 11.60 , .. , .. , .. ,167.0,169
2634,Guinea-Bissau,GNB,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 22.50 , .. , 14.60 , .. , .. , .. , .. , .. , .. , .. , .. , 18.40 , .. , .. , .. , .. , .. , .. , .. , 30.30 , .. , .. , .. , .. , .. , .. , .. , 4.70 , .. , .. , .. ,167.0,169
2635,Guinea-Bissau,GNB,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 55.50 , .. , .. , .. , .. , .. , .. , .. , .. , 64.10 , .. , .. , .. , .. , .. , .. , .. , 68.70 , .. , .. , .. , .. , .. , .. , .. , 45.70 , .. , .. , .. ,167.0,169
2636,Guinea-Bissau,GNB,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 35.10 , .. , 31.70 , .. , .. , .. , .. , .. , .. , .. , .. , 39.70 , .. , .. , .. , .. , .. , .. , .. , 49.60 , .. , .. , .. , .. , .. , .. , .. , 19.50 , .. , .. , .. ,167.0,169
2637,Guinea-Bissau,GNB,Present value of external debt (current US$),DT.DOD.PVLX.CD, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ," 878,996,574.00 ",167.0,169
2638,Guinea-Bissau,GNB,Short-term debt (% of total external debt),DT.DOD.DSTC.ZS, -   , -   , -   , -   , 0.66 , 4.71 , 10.56 , 5.29 , 3.59 , 2.95 , 8.86 , 18.74 , 19.60 , 12.60 , 5.57 , 6.54 , 6.68 , 6.41 , 8.10 , 8.46 , 8.36 , 8.82 , 10.11 , 10.58 , 7.92 , 7.79 , 7.97 , 8.88 , 10.55 , 10.89 , 11.48 , 11.58 , 10.78 , 11.76 , 12.02 , 13.64 , 13.27 , 12.42 , 8.37 , 7.13 , 7.53 , 6.84 , 6.05 , 10.25 , 5.21 , 4.23 , 5.03 , 6.82 , 5.26 , 5.37 ,167.0,169
2639,Guinea-Bissau,GNB,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD, -   , -   , -   , -   , -   , -   , -   ," 1,449,063.00 "," 1,400,000.00 "," 3,400,000.00 "," 3,000,000.00 "," 2,400,000.00 "," 3,700,000.00 "," 3,100,000.00 "," 2,290,000.00 "," 4,456,011.10 "," 2,964,577.10 "," 4,928,100.00 "," 5,334,975.00 "," 5,364,112.70 "," 5,156,250.00 "," 4,738,781.80 "," 4,598,527.40 "," 5,908,797.80 "," 7,657,137.20 "," 12,194,521.10 "," 15,417,928.90 "," 18,998,831.80 "," 26,299,759.50 "," 24,707,814.50 "," 25,082,328.30 "," 22,270,826.70 "," 17,672,322.00 "," 13,232,753.30 "," 10,031,941.00 "," 7,107,016.40 "," 10,465,210.40 "," 31,268,763.80 "," 24,669,366.30 "," 32,005,400.60 "," 32,039,795.40 "," 32,103,988.50 "," 35,346,496.20 "," 37,743,143.70 "," 42,514,491.90 "," 51,604,928.00 "," 52,594,174.00 "," 50,290,600.80 "," 48,861,107.70 "," 102,650,410.80 ",167.0,169
2640,Guyana,GUY,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS, 57.47 , 52.19 , 68.35 , 74.88 , 66.08 , 63.21 , 63.08 , 59.81 , 81.29 , 68.92 , 52.78 , 45.88 , 44.16 , 48.09 , 46.30 , 79.57 , 63.63 , 66.34 , 62.71 , 102.31 , 125.75 , 114.32 , 104.95 , 101.21 , 102.62 , 99.66 , 95.93 , 96.51 , 96.08 , 92.87 , 92.30 , 89.68 , 95.56 , 84.62 , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ,164.0,170
2641,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD," 285,380,952.38 "," 307,047,619.05 "," 433,954,545.45 "," 494,791,666.67 "," 454,440,000.00 "," 449,880,000.00 "," 507,080,000.00 "," 530,440,000.00 "," 603,200,000.00 "," 570,357,107.14 "," 482,000,000.00 "," 489,333,333.33 "," 437,631,605.26 "," 453,488,372.09 "," 504,651,139.53 "," 354,591,846.94 "," 413,799,990.00 "," 379,779,389.71 "," 396,582,263.29 "," 348,533,094.81 "," 373,573,141.49 "," 454,101,382.49 "," 540,874,934.20 "," 621,626,785.92 "," 705,406,001.42 "," 749,138,009.56 "," 717,530,683.17 "," 694,754,988.26 "," 712,667,896.73 "," 712,167,575.62 "," 726,131,434.72 "," 743,064,076.79 "," 787,814,379.18 "," 824,880,550.34 "," 2,379,818,382.99 "," 2,730,971,150.01 "," 3,025,187,923.59 "," 3,165,663,152.73 "," 3,432,913,073.24 "," 3,691,384,317.52 "," 4,063,089,191.88 "," 4,167,800,259.21 "," 4,127,659,492.02 "," 4,279,840,193.70 "," 4,482,697,336.56 "," 4,748,174,334.14 "," 4,787,636,237.24 "," 5,173,760,191.85 "," 5,471,256,594.72 "," 8,044,498,800.96 ",164.0,170
2642,Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.32 , 1.24 , 7.70 , 8.48 , 1.54 ,-2.64 ,-1.81 ,-1.84 , 1.73 , 1.50 ,-13.19 ,-6.79 ,-5.03 , 2.40 ,-0.90 , 0.90 ,-3.69 ,-4.92 ,-3.07 , 6.06 , 7.76 , 8.18 , 8.53 , 5.03 , 7.96 , 6.18 ,-1.68 , 2.96 ,-1.36 , 2.28 , 1.13 ,-0.63 , 1.56 ,-1.95 , 5.13 , 7.19 , 1.76 , 3.61 , 4.14 , 5.20 , 5.28 , 3.65 , 1.69 , 0.69 , 3.81 , 3.73 , 4.44 , 5.35 , 43.48 , 20.06 ,164.0,170
2643,Guyana,GUY,Income share held by lowest 20%,SI.DST.FRST.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 4.20 , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ,164.0,170
2644,Guyana,GUY,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG, 9.89 , 6.27 , 37.47 , 14.66 ,-5.78 , 1.68 , 14.79 , 6.56 , 11.78 , 4.34 , 4.30 , 8.92 , 19.28 , 14.51 , 12.29 , 58.71 , 23.65 , 162.55 , 56.44 , 134.54 , 11.30 , 16.95 , 16.57 , 12.35 , 3.93 , 1.44 , 2.97 , 11.21 , 6.59 , 0.32 , 2.62 , 4.72 , 6.78 , 7.63 , 174.86 , 8.21 , 9.55 , 1.15 , 3.97 , 2.41 , 4.73 ,-0.54 ,-2.10 , 3.00 , 0.90 , 2.11 ,-2.89 , 2.96 ,-26.30 , 22.47 ,164.0,170
2645,Guyana,GUY,Net migration,SM.POP.NETM,"-10,817.00 ","-10,842.00 ","-10,579.00 ","-10,226.00 ","-10,017.00 ","-10,183.00 ","-10,994.00 ","-12,767.00 ","-15,059.00 ","-17,221.00 ","-18,622.00 ","-19,772.00 ","-20,640.00 ","-21,225.00 ","-21,608.00 ","-21,822.00 ","-21,910.00 ","-21,784.00 ","-21,639.00 ","-15,526.00 ","-13,467.00 ","-13,075.00 ","-13,197.00 ","-13,242.00 ","-13,275.00 ","-13,282.00 ","-13,251.00 ","-13,212.00 ","-13,176.00 ","-13,060.00 ","-12,758.00 ","-12,523.00 ","-12,657.00 ","-13,000.00 ","-13,328.00 ","-13,629.00 ","-13,886.00 ","-14,130.00 ","-14,327.00 ","-14,512.00 ","-7,152.00 ","-6,912.00 ","-6,715.00 ","-6,524.00 ","-6,311.00 ","-6,110.00 "," 30,080.00 ","-24,678.00 ", 802.00 ,"-4,316.00 ",164.0,170
2646,Guyana,GUY,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 29.40 , .. , .. , .. , .. , .. , 11.90 , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ,164.0,170
2647,Guyana,GUY,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ,164.0,170
2648,Guyana,GUY,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.20 , 0.30 , 0.40 , 0.50 , 0.60 , 0.70 , 0.80 , 0.90 , 1.00 , 1.00 , 1.10 , 1.20 , 1.20 , 1.30 , 1.30 , 1.30 , 1.30 , 1.40 , 1.40 , 1.40 , 1.40 , 1.40 , 1.40 , 1.40 , 1.40 , 1.40 , 1.40 ,164.0,170
2649,Guyana,GUY,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 13.20 , .. , .. , .. , 10.30 , .. , .. , 11.90 , .. , .. , .. , .. , .. , 10.80 , .. , .. , 11.00 , .. , .. , .. , .. , 8.20 , .. , .. , .. , .. , 9.30 , .. , .. ,164.0,170
2650,Guyana,GUY,"School enrollment, secondary (% gross)",SE.SEC.ENRR, 68.45 , 70.63 , 70.32 , .. , 76.09 , .. , .. , .. , .. , .. , .. , .. , 64.20 , 68.37 , 74.98 , 77.24 , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 81.51 , .. , 101.67 , .. , 90.09 , .. , 89.21 , .. , 83.78 , 84.17 , 87.09 , 90.14 , 97.30 , 97.73 , .. , .. , .. , .. , .. , .. , .. , .. , .. ,164.0,170
2651,Guyana,GUY,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS, .. , .. , .. , .. , .. , 13.03 , 16.99 , 31.87 , 23.17 , 26.29 , 21.18 , 24.53 , 24.72 , 27.97 , .. , .. , .. , .. , .. , .. , 18.69 , 17.24 , 16.41 , 17.02 , 14.40 , 17.32 , 19.24 , 12.46 , 10.23 , 6.85 , 9.65 , 8.67 , 6.44 , 5.01 , 4.41 , 3.31 , 2.55 , 2.07 , 2.67 , 3.45 , 8.56 , 3.65 , 4.33 , 5.30 , 4.76 , 5.72 , 8.63 , 7.41 , 4.64 , 6.63 ,164.0,170
2652,Guyana,GUY,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ,164.0,170
2653,Guyana,GUY,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS, .. , .. , .. , .. , .. ,-21.68 ,-5.83 ,-15.63 ,-21.30 ,-32.17 ,-29.32 ,-32.18 ,-22.22 ,-21.31 , .. , .. , .. , .. , .. , .. ,-37.09 ,-30.88 ,-23.10 ,-21.68 ,-4.64 ,-8.42 ,-7.75 ,-7.12 ,-11.53 ,-12.76 ,-8.58 ,-6.00 ,-2.53 ,-11.67 ,-7.59 ,-6.07 ,-10.62 ,-7.28 ,-7.18 ,-10.09 ,-9.02 ,-10.94 ,-9.33 ,-0.91 ,-1.12 ,-8.23 ,-26.67 ,-52.52 ,-7.25 ,-25.94 ,164.0,170
2654,Guyana,GUY,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS, .. , .. , .. , .. , .. , 13.03 , 16.99 , 31.87 , 23.04 , 26.16 , 21.14 , 24.48 , 18.64 , 12.91 , .. , .. , .. , .. , .. , .. , 18.66 , 17.19 , 16.32 , 16.90 , 14.26 , 17.19 , 18.98 , 11.32 , 9.71 , 6.48 , 9.36 , 8.51 , 6.28 , 4.84 , 4.16 , 3.06 , 2.55 , 1.96 , 2.42 , 2.75 , 8.17 , 2.92 , 3.62 , 4.01 , 3.11 , 3.40 , 4.78 , 4.19 , 2.68 , 4.80 ,164.0,170
